ID,Attribute,Value
161,Articulated LCD,Tilting
161,Screen size,3″
161,Screen dots,"1,240,000"
161,Max shutter speed,1/4000 sec
161,Format,"MPEG-4, AVCHD, H.264"
161,Storage types,SD/SDHC/SDXC card (UHS-I supported)
161,USB,USB 2.0 (480 Mbit/sec)
161,Weight (inc. batteries),450 g (0.99 lb / 15.87 oz)
161,Dimensions,124 x 72 x 47 mm (4.88 x 2.83 x 1.85″)
161,GPS,None
162,Body type,Large sensor compact
162,Max resolution,5472 x 3648
162,Effective pixels,20 megapixels
162,Sensor size,1″ (13.2 x 8.8 mm)
162,Sensor type,CMOS
162,ISO,"Auto, 125-12800 (expands to 80-25600)"
162,Focal length (equiv.),24–360 mm
162,Max aperture,F3.3–6.4
162,Articulated LCD,Fixed
162,Screen size,3″
162,Screen dots,"1,240,000"
162,Max shutter speed,1/2000 sec
162,Format,"MPEG-4, AVCHD, H.264"
162,Storage types,SD/SDHC/SDXC card (UHS-I compatible)
162,USB,USB 2.0 (480 Mbit/sec)
162,Weight (inc. batteries),340 g (0.75 lb / 11.99 oz)
162,Dimensions,111 x 66 x 45 mm (4.37 x 2.6 x 1.77″)
162,GPS,None
163,Body type,Rangefinder-style mirrorless
163,Max resolution,4608 x 3456
163,Effective pixels,16 megapixels
163,Sensor size,Four Thirds (17.3 x 13 mm)
163,Sensor type,CMOS
163,ISO,"Auto, 200-6400 (expandable to 100-25600)"
163,Lens mount,Micro Four Thirds
163,Focal length mult.,2×
163,Articulated LCD,Tilting
163,Screen size,3″
163,Screen dots,"1,040,000"
163,Max shutter speed,1/4000 sec
163,Format,"MPEG-4, H.264"
163,Storage types,SD/SDHC/SDXC card (UHS-I supported)
163,USB,USB 2.0 (480 Mbit/sec)
163,Weight (inc. batteries),380 g (0.84 lb / 13.40 oz)
163,Dimensions,117 x 68 x 39 mm (4.61 x 2.68 x 1.54″)
163,GPS,None
165,Body type,Rangefinder-style mirrorless
165,Max resolution,6000 x 4000
165,Effective pixels,24 megapixels
165,Sensor size,APS-C (23.5 x 15.7 mm)
165,Sensor type,CMOS
165,ISO,"Auto, 200-12800 (expandable to 100-51200)"
165,Lens mount,Fujifilm X
165,Focal length mult.,1.5×
165,Articulated LCD,Tilting
165,Screen size,3″
165,Screen dots,"1,040,000"
165,Max shutter speed,1/4000 sec
165,Format,"MPEG-4, H.264"
165,Storage types,SD/SDHC/SDXC card (UHS-I supported)
165,USB,USB 2.0 (480 Mbit/sec)
165,Weight (inc. batteries),361 g (0.80 lb / 12.73 oz)
165,Dimensions,117 x 68 x 40 mm (4.61 x 2.68 x 1.57″)
165,GPS,None
166,Body type,Ultracompact
166,Max resolution,4608 x 3456
166,Effective pixels,16 megapixels
166,Sensor size,"1/2.3"" (6.17 x 4.55 mm)"
166,Sensor type,BSI-CMOS
166,ISO,"Auto, 100-3200 (6400 available at lower resolutions)"
166,Focal length (equiv.),28–140 mm
166,Max aperture,F3.9–4.9
166,Articulated LCD,Fixed
166,Screen size,3″
166,Screen dots,"920,000"
166,Max shutter speed,1/2000 sec
166,Format,H.264
166,Storage types,Internal + SD/SDHC/SDXC card
166,USB,USB 2.0 (480 Mbit/sec)
166,Weight (inc. batteries),207 g (0.46 lb / 7.30 oz)
166,Dimensions,110 x 71 x 28 mm (4.33 x 2.8 x 1.1″)
166,GPS,None
167,Body type,SLR-style mirrorless
167,Max resolution,3680 x 2760
167,Effective pixels,10 megapixels
167,Sensor size,Four Thirds (19.2 x 13 mm)
167,Sensor type,CMOS
167,ISO,"Auto, 160-51200 (expands to 80-204800)"
167,Lens mount,Micro Four Thirds
167,Focal length mult.,2×
167,Articulated LCD,Fully articulated
167,Screen size,3.2″
167,Screen dots,"1,620,000"
167,Max shutter speed,1/8000 sec
167,Format,"MPEG-4, H.264, H.265"
167,Storage types,Dual SD/SDHC/SDXC cards (UHS-II V60 cards supported)
167,USB,USB 3.2 Gen 1 (5 GBit/sec)
167,Weight (inc. batteries),660 g (1.46 lb / 23.28 oz)
167,Dimensions,139 x 98 x 87 mm (5.47 x 3.86 x 3.43″)
167,GPS,None
168,Body type,Rangefinder-style mirrorless
168,Max resolution,6014 x 4014
168,Effective pixels,24 megapixels
168,Sensor size,APS-C (23.6 x 15.7 mm)
168,Sensor type,CMOS
168,ISO,"Auto, 100-50000"
168,Lens mount,Leica L
168,Focal length mult.,1.5×
168,Articulated LCD,Fixed
168,Screen size,3″
168,Screen dots,"1,040,000"
168,Max shutter speed,1/8000 sec
168,Format,"MPEG-4, H.264"
168,Storage types,SD/SDHC/SDXC card (UHS-II supported)
168,Weight (inc. batteries),403 g (0.89 lb / 14.22 oz)
168,Dimensions,131 x 78 x 45 mm (5.16 x 3.07 x 1.77″)
168,GPS,None
169,Body type,SLR-style mirrorless
169,Max resolution,5184 x 3888
169,Effective pixels,20 megapixels
169,Sensor size,Four Thirds (17.3 x 13 mm)
169,Sensor type,CMOS
169,ISO,"Auto, 200-25600 (expands to 100-25600)"
169,Lens mount,Micro Four Thirds
169,Focal length mult.,2×
169,Articulated LCD,Fully articulated
169,Screen size,3″
169,Screen dots,"1,040,000"
169,Max shutter speed,1/8000 sec
169,Format,"MPEG-4, AVCHD, H.264"
169,Storage types,Dual SD/SDHC/SDXC slots (UHS-II supported)
169,USB,USB 3.0 (5 GBit/sec)
169,Weight (inc. batteries),658 g (1.45 lb / 23.21 oz)
169,Dimensions,137 x 97 x 92 mm (5.39 x 3.82 x 3.62″)
169,GPS,None
170,Body type,VR/Action camera
172,Body type,SLR-style mirrorless
172,Max resolution,7952 x 5304
172,Effective pixels,42 megapixels
172,Sensor size,Full frame (35.9 x 24 mm)
172,Sensor type,BSI-CMOS
172,ISO,"Auto, 100-32000 (expands to 50-102400)"
172,Lens mount,Sony E
172,Focal length mult.,1×
172,Articulated LCD,Tilting
172,Screen size,3″
172,Screen dots,"1,440,000"
172,Max shutter speed,1/8000 sec
172,Format,"MPEG-4, AVCHD, XAVC S"
172,Storage types,Two SD/SDHC/SDXC slots (UHS-II support on one)
172,USB,USB 3.2 Gen 1 (5 GBit/sec)
172,Weight (inc. batteries),657 g (1.45 lb / 23.17 oz)
172,Dimensions,127 x 96 x 74 mm (5 x 3.78 x 2.91″)
172,GPS,None
173,Body type,Large sensor compact
173,Max resolution,6000 x 4000
173,Effective pixels,24 megapixels
173,Sensor size,APS-C (22.3 x 14.9 mm)
173,Sensor type,CMOS
173,ISO,"Auto, 100-25600"
173,Focal length (equiv.),24–72 mm
173,Max aperture,F2.8–5.6
173,Articulated LCD,Fully articulated
173,Screen size,3″
173,Screen dots,"1,040,000"
173,Max shutter speed,1/2000 sec
173,Format,"MPEG-4, H.264"
173,Storage types,SD/SDHC/SDXC card (UHS-I supported)
173,USB,USB 2.0 (480 Mbit/sec)
173,Weight (inc. batteries),399 g (0.88 lb / 14.07 oz)
173,Dimensions,115 x 78 x 51 mm (4.53 x 3.07 x 2.01″)
173,GPS,None
174,Body type,VR/Action camera
174,Max resolution,4000 x 3000
174,Effective pixels,12 megapixels
174,Sensor type,CMOS
174,Articulated LCD,Fixed
174,Screen size,2″
174,Format,"MPEG-4, H.264, H.265"
174,Storage types,microSD
174,USB,USB 3.0 (5 GBit/sec)
174,Dimensions,65 x 45 x 35 mm (2.56 x 1.77 x 1.38″)
174,GPS,Built-in
175,Body type,SLR-like (bridge)
175,Max resolution,5472 x 3648
175,Effective pixels,20 megapixels
175,Sensor size,1″ (13.2 x 8.8 mm)
175,Sensor type,Stacked CMOS
175,ISO,"Auto, 100 - 12800 (expands to 64-25600)"
175,Focal length (equiv.),24–600 mm
175,Max aperture,F2.4–4
175,Articulated LCD,Tilting
175,Screen size,3″
175,Screen dots,"1,440,000"
175,Max shutter speed,1/2000 sec
175,Format,"AVCHD, XAVC S"
175,Storage types,"SD/SDHC/SDXC, Memory Stick Duo/Pro Duo/Pro-HG Duo"
175,USB,USB 2.0 (480 Mbit/sec)
175,Weight (inc. batteries),1095 g (2.41 lb / 38.62 oz)
175,Dimensions,133 x 94 x 145 mm (5.24 x 3.7 x 5.71″)
175,GPS,None
176,Body type,Rangefinder-style mirrorless
176,Max resolution,6000 x 4000
176,Effective pixels,24 megapixels
176,Sensor size,APS-C (23.6 x 15.6 mm)
176,Sensor type,CMOS
176,ISO,"Auto, 200 - 12800 (expandable to 100-51200)"
176,Lens mount,Fujifilm X
176,Focal length mult.,1.5×
176,Articulated LCD,Fixed
176,Screen size,3″
176,Screen dots,"1,040,000"
176,Max shutter speed,1/4000 sec
176,Format,"MPEG-4, H.264"
176,Storage types,SD / SDHC / SDXC (UHS-I compatible)
176,USB,USB 2.0 (480 Mbit/sec)
176,Weight (inc. batteries),337 g (0.74 lb / 11.89 oz)
176,Dimensions,121 x 74 x 43 mm (4.78 x 2.91 x 1.68″)
176,GPS,None
177,Body type,VR/Action camera
177,Max resolution,5376 x 2688
177,Effective pixels,12 megapixels
177,Sensor size,"1/2.3"" (6.17 x 4.55 mm)"
177,Sensor type,CMOS
177,ISO,"Auto, 64-6400"
177,Max aperture,F2
177,Articulated LCD,No
177,Max shutter speed,1/25000 sec
177,Format,"MPEG-4, H.264, H.265"
177,Storage types,Internal memory
177,USB,USB 2.0 (480 Mbit/sec)
177,Weight (inc. batteries),121 g (0.27 lb / 4.27 oz)
177,Dimensions,45 x 131 x 23 mm (1.77 x 5.16 x 0.91″)
177,GPS,Optional
178,Body type,SLR-style mirrorless
178,Max resolution,4608 x 3456
178,Effective pixels,16 megapixels
178,Sensor size,Four Thirds (17.4 x 13 mm)
178,Sensor type,CMOS
178,ISO,"Auto, 200-25600 (expands to 100-25600)"
178,Lens mount,Micro Four Thirds
178,Focal length mult.,2×
178,Articulated LCD,Tilting
178,Screen size,3″
178,Screen dots,"1,040,000"
178,Max shutter speed,1/4000 sec
178,Format,"MPEG-4, H.264"
178,Storage types,SD/SDHC/SDXC (UHS-I/II supported)
178,USB,USB 2.0 (480 Mbit/sec)
178,Weight (inc. batteries),410 g (0.90 lb / 14.46 oz)
178,Dimensions,122 x 84 x 50 mm (4.8 x 3.31 x 1.97″)
178,GPS,None
179,Body type,Ultracompact
179,Max resolution,4800 x 3200
179,Effective pixels,15 megapixels
179,Sensor size,1″ (13.2 x 8.8 mm)
179,Sensor type,BSI-CMOS
179,ISO,"Auto, 125-12800"
179,Focal length (equiv.),24 mm
179,Max aperture,F4
179,Articulated LCD,Fixed
179,Screen size,1.5″
179,Screen dots,"230,400"
179,Max shutter speed,1/32000 sec
179,Format,"MPEG-4, AVCHD, XAVC S"
179,Storage types,microSD/microSDHC/microSDXC
179,USB,USB 2.0 (480 Mbit/sec)
179,Weight (inc. batteries),110 g (0.24 lb / 3.88 oz)
179,Dimensions,59 x 41 x 30 mm (2.32 x 1.61 x 1.18″)
179,GPS,None
180,Body type,Rangefinder-style mirrorless
180,Max resolution,6000 x 4000
180,Effective pixels,24 megapixels
180,Sensor size,APS-C (22.3 x 14.9 mm)
180,Sensor type,CMOS
180,ISO,"Auto, 100-25600"
180,Lens mount,Canon EF-M
180,Focal length mult.,1.6×
180,Articulated LCD,Tilting
180,Screen size,3″
180,Max shutter speed,1/4000 sec
180,Format,"MPEG-4, H.264"
180,Storage types,SD/SDHC/SDXC card (UHS-I compatible)
180,USB,USB 2.0 (480 Mbit/sec)
180,Weight (inc. batteries),302 g (0.67 lb / 10.65 oz)
180,Dimensions,108 x 67 x 35 mm (4.25 x 2.64 x 1.38″)
180,GPS,None
181,Body type,Mid-size SLR
181,Max resolution,8256 x 5504
181,Effective pixels,45 megapixels
181,Sensor size,Full frame (35.9 x 23.9 mm)
181,Sensor type,BSI-CMOS
181,ISO,"Auto, 64-25600 (expands to 32-102400)"
181,Lens mount,Nikon F
181,Focal length mult.,1×
181,Articulated LCD,Tilting
181,Screen size,3.2″
181,Screen dots,"2,359,000"
181,Max shutter speed,1/8000 sec
181,Format,MPEG-4
181,Storage types,SD/SDHC/SDXC (UHS-II supported) + XQD
181,USB,USB 3.0 (5 GBit/sec)
181,Weight (inc. batteries),1005 g (2.22 lb / 35.45 oz)
181,Dimensions,146 x 124 x 79 mm (5.75 x 4.88 x 3.11″)
181,GPS,None
182,Body type,Rangefinder-style mirrorless
182,Max resolution,6016 x 4014
182,Effective pixels,24 megapixels
182,Sensor size,APS-C (23.6 x 15.7 mm)
182,Sensor type,CMOS
182,ISO,"Auto, 100-50000"
182,Lens mount,Leica L
182,Focal length mult.,1.5×
182,Articulated LCD,Fixed
182,Screen size,3.7″
182,Screen dots,"1,230,000"
182,Max shutter speed,1/4000 sec
182,Format,"MPEG-4, H.264"
182,Storage types,Internal + SD/SDHC/SDXC card
182,USB,USB 3.0 (5 GBit/sec)
182,Weight (inc. batteries),399 g (0.88 lb / 14.07 oz)
182,Dimensions,134 x 69 x 33 mm (5.28 x 2.72 x 1.3″)
182,GPS,Optional
183,Body type,Mid-size SLR
183,Max resolution,6240 x 4160
183,Effective pixels,26 megapixels
183,Sensor size,Full frame (35.9 x 24 mm)
183,Sensor type,CMOS
183,ISO,"Auto, 100-40000 (expands to 50-102400)"
183,Lens mount,Canon EF
183,Focal length mult.,1×
183,Articulated LCD,Fully articulated
183,Screen size,3″
183,Screen dots,"1,040,000"
183,Max shutter speed,1/4000 sec
183,Format,"MPEG-4, H.264"
183,Storage types,SD/SDHC/SDXC (UHS-I compatible)
183,USB,USB 2.0 (480 Mbit/sec)
183,Weight (inc. batteries),765 g (1.69 lb / 26.98 oz)
183,Dimensions,144 x 111 x 75 mm (5.67 x 4.37 x 2.95″)
183,GPS,Built-in
184,Body type,Compact SLR
184,Max resolution,6000 x 4000
184,Effective pixels,24 megapixels
184,Sensor size,APS-C (22.3 x 14.9 mm)
184,Sensor type,CMOS
184,ISO,"Auto, 100-25600 (expands to 51200)"
184,Lens mount,Canon EF/EF-S
184,Focal length mult.,1.6×
184,Articulated LCD,Fully articulated
184,Screen size,3″
184,Screen dots,"1,040,000"
184,Max shutter speed,1/4000 sec
184,Format,"MPEG-4, H.264"
184,Storage types,SD/SDHC/SDXC (UHS-I compatible)
184,USB,USB 2.0 (480 Mbit/sec)
184,Weight (inc. batteries),453 g (1.00 lb / 15.98 oz)
184,Dimensions,122 x 93 x 70 mm (4.8 x 3.66 x 2.76″)
184,GPS,None
185,Body type,Compact
185,Max resolution,4608 x 3456
185,Effective pixels,16 megapixels
185,Sensor size,"1/2.3"" (6.17 x 4.55 mm)"
185,ISO,"Auto, 125-6400"
185,Focal length (equiv.),24–120 mm
185,Max aperture,F2.8–4.9
185,Articulated LCD,Fixed
185,Screen size,3″
185,Screen dots,"921,000"
185,Max shutter speed,1/4000 sec
185,Format,"MPEG-4, H.264"
185,Storage types,Onboard + SD/SDHC/SDXC card
185,USB,USB 2.0 (480 Mbit/sec)
185,Weight (inc. batteries),231 g (0.51 lb / 8.15 oz)
185,Dimensions,112 x 66 x 29 mm (4.41 x 2.6 x 1.14″)
185,GPS,Built-in
186,Body type,Compact
186,Max resolution,4608 x 3456
186,Effective pixels,16 megapixels
186,Sensor size,"1/2.3"" (6.17 x 4.55 mm)"
186,Sensor type,BSI-CMOS
186,ISO,"Auto, 125-6400"
186,Focal length (equiv.),28–140 mm
186,Max aperture,F3.5–5.5
186,Articulated LCD,Fixed
186,Screen size,2.7″
186,Screen dots,"230,000"
186,Max shutter speed,1/4000 sec
186,Format,"MPEG-4, H.264"
186,Storage types,SD/SDHC/SDXC card
186,USB,USB 2.0 (480 Mbit/sec)
186,Weight (inc. batteries),193 g (0.43 lb / 6.81 oz)
186,Dimensions,123 x 62 x 30 mm (4.84 x 2.44 x 1.18″)
186,GPS,None
187,Body type,Compact
187,Max resolution,4000 x 3000
187,Effective pixels,12 megapixels
187,Sensor size,"1/2.3"" (6.17 x 4.55 mm)"
187,Sensor type,BSI-CMOS
187,ISO,"Auto, 100-12800"
187,Focal length (equiv.),25–100 mm
187,Max aperture,F2–4.9
187,Articulated LCD,Fixed
187,Screen size,3″
187,Screen dots,"460,000"
187,Max shutter speed,1/2000 sec
187,Format,"MPEG-4, H.264"
187,Storage types,SD/SDHC/SDXC card (UHS-I compatible)
187,USB,USB 2.0 (480 Mbit/sec)
187,Weight (inc. batteries),250 g (0.55 lb / 8.82 oz)
187,Dimensions,113 x 66 x 32 mm (4.45 x 2.6 x 1.26″)
187,GPS,Built-in
188,Body type,VR/Action camera
188,Effective pixels,9 megapixels
188,Sensor size,"1/2.3"" (6.17 x 4.55 mm)"
188,Sensor type,CMOS
188,Articulated LCD,No
188,Format,"MPEG-4, H.264"
188,USB,USB 3.0 (5 GBit/sec)
188,Weight (inc. batteries),220 g (0.49 lb / 7.76 oz)
188,Dimensions,74 x 75 x 40 mm (2.91 x 2.95 x 1.57″)
189,Body type,SLR-style mirrorless
189,Max resolution,6000 x 4000
189,Effective pixels,24 megapixels
189,Sensor size,Full frame (35.6 x 23.8 mm)
189,Sensor type,Stacked CMOS
189,ISO,"Auto, ISO 100-51200 (expands to 50-204800)"
189,Lens mount,Sony E
189,Focal length mult.,1×
189,Articulated LCD,Tilting
189,Screen size,3″
189,Screen dots,"1,440,000"
189,Max shutter speed,1/8000 sec
189,Format,"MPEG-4, AVCHD, H.264"
189,Storage types,Dual SD/SDHC/SDXC slots (One of which UHS-II compatible)
189,USB,USB 2.0 (480 Mbit/sec)
189,Weight (inc. batteries),673 g (1.48 lb / 23.74 oz)
189,Dimensions,127 x 96 x 63 mm (5 x 3.78 x 2.48″)
189,GPS,None
190,Body type,Compact
190,Max resolution,5184 x 3888
190,Effective pixels,20 megapixels
190,Sensor size,"1/2.3"" (6.17 x 4.55 mm)"
190,Sensor type,BSI-CMOS
190,ISO,"Auto, 80-3200 (expands to 6400)"
190,Focal length (equiv.),24–720 mm
190,Max aperture,F3.3–6.4
190,Articulated LCD,Tilting
190,Screen size,3″
190,Screen dots,"1,040,000"
190,Max shutter speed,1/2000 sec
190,Format,"MPEG-4, AVCHD"
190,Storage types,SD/SDHC/SDXC
190,USB,USB 2.0 (480 Mbit/sec)
190,Weight (inc. batteries),322 g (0.71 lb / 11.36 oz)
190,Dimensions,112 x 67 x 41 mm (4.41 x 2.64 x 1.61″)
190,GPS,None
191,Body type,Mid-size SLR
191,Max resolution,5568 x 3712
191,Effective pixels,21 megapixels
191,Sensor size,APS-C (23.5 x 15.7 mm)
191,Sensor type,CMOS
191,ISO,ISO 100 - 51200 (expandable to 50 - 1640000)
191,Lens mount,Nikon F
191,Focal length mult.,1.5×
191,Articulated LCD,Tilting
191,Screen size,3.2″
191,Screen dots,"922,000"
191,Max shutter speed,1/8000 sec
191,Format,"MPEG-4, H.264"
191,Storage types,SD/SDHC/SDXC
191,USB,USB 2.0 (480 Mbit/sec)
191,Weight (inc. batteries),720 g (1.59 lb / 25.40 oz)
191,Dimensions,136 x 104 x 73 mm (5.35 x 4.09 x 2.87″)
191,GPS,Optional
192,Body type,Ultracompact
192,Max resolution,5184 x 3888
192,Effective pixels,21 megapixels
192,Sensor size,"1/2.3"" (6.17 x 4.55 mm)"
192,Sensor type,BSI-CMOS
192,ISO,"Auto, ISO 80-3200"
192,Focal length (equiv.),24–960 mm
192,Max aperture,F3.3–6.9
192,Articulated LCD,Tilting
192,Screen size,3″
192,Screen dots,"922,000"
192,Max shutter speed,1/3200 sec
192,Format,"MPEG-4, H.264"
192,Storage types,SD/SDHC/SDXC card
192,USB,USB 2.0 (480 Mbit/sec)
192,Weight (inc. batteries),300 g (0.66 lb / 10.58 oz)
192,Dimensions,110 x 64 x 40 mm (4.33 x 2.52 x 1.57″)
192,GPS,None
193,Body type,Mid-size SLR
193,Max resolution,6000 x 4000
193,Effective pixels,24 megapixels
193,Sensor size,APS-C (22.3 x 14.9 mm)
193,Sensor type,CMOS
193,ISO,"Auto, 100-25600 (expands to 51200)"
193,Lens mount,Canon EF/EF-S
193,Focal length mult.,1.6×
193,Articulated LCD,Fully articulated
193,Screen size,3″
193,Screen dots,"1,040,000"
193,Max shutter speed,1/4000 sec
193,Format,"MPEG-4, H.264"
193,Storage types,SD/SDHC/SDXC (UHS-I compatible)
193,USB,USB 2.0 (480 Mbit/sec)
193,Weight (inc. batteries),540 g (1.19 lb / 19.05 oz)
193,Dimensions,131 x 100 x 76 mm (5.16 x 3.94 x 2.99″)
193,GPS,Optional
194,Body type,Rangefinder-style mirrorless
194,Max resolution,6000 x 4000
194,Effective pixels,24 megapixels
194,Sensor size,APS-C (22.3 x 14.9 mm)
194,Sensor type,CMOS
194,ISO,"Auto, 100-25600"
194,Lens mount,Canon EF-M
194,Focal length mult.,1.6×
194,Articulated LCD,Tilting
194,Screen size,3″
194,Screen dots,"1,040,000"
194,Max shutter speed,1/4000 sec
194,Format,"MPEG-4, H.264"
194,Storage types,SD/SDHC/SDXC card
194,USB,USB 2.0 (480 Mbit/sec)
194,Weight (inc. batteries),390 g (0.86 lb / 13.76 oz)
194,Dimensions,112 x 68 x 45 mm (4.41 x 2.68 x 1.77″)
194,GPS,None
195,Body type,Mid-size SLR
195,Max resolution,6000 x 4000
195,Effective pixels,24 megapixels
195,Sensor size,APS-C (22.3 x 14.9 mm)
195,Sensor type,CMOS
195,ISO,"Auto, 100-25600 (expands to 51200)"
195,Lens mount,Canon EF/EF-S
195,Focal length mult.,1.6×
195,Articulated LCD,Fully articulated
195,Screen size,3″
195,Screen dots,"1,040,000"
195,Max shutter speed,1/4000 sec
195,Format,"MPEG-4, H.264"
195,Storage types,SD/SDHC/SDXC (UHS-I compatible)
195,USB,USB 2.0 (480 Mbit/sec)
195,Weight (inc. batteries),532 g (1.17 lb / 18.77 oz)
195,Dimensions,131 x 100 x 76 mm (5.16 x 3.94 x 2.99″)
195,GPS,Optional
197,Body type,Mid-size SLR
197,Max resolution,6016 x 4000
197,Effective pixels,24 megapixels
197,Sensor size,APS-C (23.5 x 15.6 mm)
197,Sensor type,CMOS
197,ISO,"Auto, 100-819200"
197,Lens mount,Pentax KAF2
197,Focal length mult.,1.5×
197,Articulated LCD,Tilting
197,Screen size,3″
197,Screen dots,"921,000"
197,Max shutter speed,1/6000 sec
197,Format,"MPEG-4, H.264"
197,Storage types,SD/SDHC/SDXC (UHS-I supported)
197,USB,USB 2.0 (480 Mbit/sec)
197,Weight (inc. batteries),703 g (1.55 lb / 24.80 oz)
197,Dimensions,132 x 101 x 76 mm (5.2 x 3.98 x 2.99″)
197,GPS,Optional
198,Body type,Large sensor compact
198,Max resolution,6000 x 4000
198,Effective pixels,24 megapixels
198,Sensor size,APS-C (23.6 x 15.6 mm)
198,Sensor type,CMOS
198,ISO,"Auto, 200-12800 (expands to 100-51200)"
198,Focal length (equiv.),35 mm
198,Max aperture,F2–16
198,Articulated LCD,Fixed
198,Screen size,3″
198,Screen dots,"1,040,000"
198,Max shutter speed,1/4000 sec
198,Format,H.264
198,Storage types,SD/SDHC/SDXC
198,USB,USB 2.0 (480 Mbit/sec)
198,Weight (inc. batteries),469 g (1.03 lb / 16.54 oz)
198,Dimensions,127 x 75 x 52 mm (5 x 2.95 x 2.05″)
198,GPS,None
199,Body type,SLR-style mirrorless
199,Max resolution,6000 x 4000
199,Effective pixels,24 megapixels
199,Sensor size,APS-C (23.6 x 15.6 mm)
199,Sensor type,CMOS
199,ISO,"Auto, 200-12800 (expands to 100-51200)"
199,Lens mount,Fujifilm X
199,Focal length mult.,1.5×
199,Articulated LCD,Tilting
199,Screen size,3″
199,Screen dots,"1,040,000"
199,Max shutter speed,1/4000 sec
199,Format,H.264
199,Storage types,SD / SDHC / SDXC (UHS-I compatible)
199,USB,USB 2.0 (480 Mbit/sec)
199,Weight (inc. batteries),383 g (0.84 lb / 13.51 oz)
199,Dimensions,118 x 83 x 41 mm (4.65 x 3.27 x 1.61″)
199,GPS,Optional
200,Body type,Rangefinder-style mirrorless
200,Max resolution,5952 x 3992
200,Effective pixels,24 megapixels
200,Sensor size,Full frame (35.8 x 23.9 mm)
200,Sensor type,CMOS
200,ISO,"Auto, 100-50000"
200,Lens mount,Leica M
200,Focal length mult.,1×
200,Articulated LCD,Fixed
200,Screen size,3″
200,Screen dots,"1,036,800"
200,Max shutter speed,1/4000 sec
200,Storage types,SD/SDHC/SDXC
200,Weight (inc. batteries),660 g (1.46 lb / 23.28 oz)
200,Dimensions,139 x 39 x 80 mm (5.47 x 1.54 x 3.15″)
200,GPS,Optional
202,Body type,Ultracompact
202,Max resolution,4608 x 3456
202,Effective pixels,16 megapixels
202,Sensor size,"1/2.3"" (6.17 x 4.55 mm)"
202,Sensor type,BSI-CMOS
202,ISO,"Auto, 100-3200 (6400 available at lower resolutions)"
202,Focal length (equiv.),28–140 mm
202,Max aperture,F3.9–4.9
202,Articulated LCD,Fixed
202,Screen size,3″
202,Screen dots,"920,000"
202,Max shutter speed,1/2000 sec
202,Format,H.264
202,Storage types,Internal + SD/SDHC/SDXC card
202,USB,USB 2.0 (480 Mbit/sec)
202,Weight (inc. batteries),203 g (0.45 lb / 7.16 oz)
202,Dimensions,110 x 71 x 28 mm (4.33 x 2.8 x 1.1″)
202,GPS,None
203,Body type,Rangefinder-style mirrorless
